pekerjaan,tujuan_pinjaman,agunan,tipe_agunan,status_agunan_terburuk,kondisi_agunan,asuransi_agunan,status_lunas_agunan,jumlah_agunan,nilai_agunan,tenor,usia_agunan,agunan_dibanyak_pinjaman,merk_aset,kesediaan_untuk_digadaikan,jenis_asset_bergerak_atau_tidak,aset_maya,riwayat_agunan_sebelumnya,kemudahan_dijual_kembali,kenaikan_nilai_property_agunan,status_kepemilikan_asset,surat_berharga,cluster,cluster_label
Manager/eksekutif,Kesehatan,Kendaraan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,7.0,940119.0,14,1,Ya,Merk_K,Ya,Ya,0.0,Pernah,Cukup,3.0,Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,3.0,19676910.0,38,10,Tidak,Merk_B,Tidak,Ya,2.0,Tidak Pernah,Kuat,18.0,Pribadi,1.0,1.0,layak
Notaris,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,True,Lunas,8.0,18283945.0,67,19,Ya,Merk_G,Ya,Tidak,2.0,Tidak Pernah,Kuat,5.0,Pribadi,1.0,0.0,tidak layak
Staf_penjualan_dan_pemasaran,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,True,Lunas,6.0,86214210.0,44,17,Ya,Merk_F,Ya,Ya,0.0,Tidak Pernah,Resiko Tinggi,15.0,Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,7.0,25484433.0,57,6,Ya,Merk_B,Tidak,Tidak,-1.0,Pernah,Sangat Lemah,2.0,Pribadi,1.0,0.0,tidak layak
Ibu_Rumah_Tangga,Kesehatan,Bangunan,Berwujud,0.0,Lemah,False,Lunas,9.0,66441.0,13,2,Ya,Merk_K,Ya,Ya,1.0,Pernah,Lemah,9.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,True,Lunas,10.0,4917253.0,59,15,Ya,Merk_G,Ya,Tidak,0.0,Pernah,Sangat Kuat,16.0,Pribadi,1.0,0.0,tidak layak
Akuntan/Akuntan_Publik/Auditor,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,8.0,628114116.0,30,1,Ya,Merk_H,Tidak,Ya,0.0,Tidak Pernah,Sangat Lemah,8.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Sangat Lemah,True,Lunas,8.0,1606344.0,102,15,Ya,Merk_G,Tidak,Tidak,2.0,Pernah,Meragukan,1.0,Pribadi,1.0,0.0,tidak layak
Konsultan/Kontraktor/Arsitek,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,True,Lunas,4.0,1769560.0,22,1,Tidak,Merk_J,Ya,Ya,-1.0,Pernah,Sangat Kuat,3.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Bisnis/Usaha,Bangunan,Berwujud,0.0,Meragukan,False,Lunas,6.0,39357147.0,44,5,Tidak,Merk_B,Tidak,Ya,2.0,Pernah,Resiko Tinggi,3.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Gaya Hidup,Bangunan,Berwujud,0.0,Meragukan,True,Belum Lunas,5.0,17404333.0,21,3,Tidak,Merk_E,Ya,Ya,0.0,Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,1.0,layak
Notaris,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,True,Belum Lunas,7.0,27845059.0,19,2,Ya,Merk_J,Ya,Tidak,0.0,Tidak Pernah,Cukup,11.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,False,Lunas,7.0,3072335.0,94,12,Tidak,Merk_G,Tidak,Ya,-1.0,Pernah,Meragukan,12.0,Pribadi,1.0,0.0,tidak layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Bisnis/Usaha,Kendaraan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,1.0,17332925.0,31,3,Tidak,Merk_B,Ya,Ya,-1.0,Pernah,Cukup,1.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,4.0,9560450.0,54,15,Ya,Merk_F,Ya,Tidak,-1.0,Pernah,Kuat,1.0,Pribadi,1.0,0.0,tidak layak
Professional/Agen/Mitra,Pendidikan,Rumah,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,6.0,38011146.0,44,3,Tidak,Merk_H,Ya,Tidak,1.0,Tidak Pernah,Sangat Kuat,2.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Kesehatan,Kendaraan,Berwujud,0.0,Sangat Kuat,True,Lunas,10.0,91773.0,24,1,Tidak,Merk_J,Tidak,Ya,2.0,Tidak Pernah,Kuat,4.0,Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Gaya Hidup,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,10.0,13503707.0,11,4,Tidak,Merk_D,Tidak,Tidak,1.0,Pernah,Sangat Lemah,15.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Tempat Tinggal,Kendaraan,Berwujud,0.0,Cukup,True,Lunas,3.0,44114002.0,101,8,Tidak,Merk_F,Ya,Ya,2.0,Tidak Pernah,Meragukan,10.0,Pribadi,1.0,0.0,tidak layak
Karyawan_Tetap,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,False,Lunas,3.0,6029372.0,13,2,Ya,Merk_I,Ya,Tidak,-1.0,Pernah,Resiko Tinggi,6.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Pendidikan,Bangunan,Berwujud,0.0,Sangat Kuat,True,Lunas,2.0,413659152.0,41,2,Ya,Merk_H,Ya,Tidak,2.0,Tidak Pernah,Sangat Lemah,13.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Lemah,True,Lunas,6.0,427138994.0,30,2,Ya,Merk_I,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Kuat,11.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Pendidikan,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,2.0,37284726.0,19,2,Ya,Merk_I,Tidak,Tidak,-1.0,Pernah,Meragukan,9.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Kuat,False,Belum Lunas,4.0,201951.0,42,1,Ya,Merk_H,Ya,Tidak,0.0,Pernah,Lemah,2.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,4.0,37968.0,8,1,Tidak,Merk_J,Tidak,Ya,2.0,Tidak Pernah,Kuat,7.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,1.0,563967.0,59,6,Ya,Merk_C,Tidak,Ya,0.0,Pernah,Cukup,0.0,Pribadi,1.0,0.0,tidak layak
TNI/Polri,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,9.0,6557027.0,11,1,Ya,Merk_K,Ya,Tidak,-1.0,Tidak Pernah,Meragukan,6.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Pendidikan,Tanah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,8.0,751626.0,12,1,Tidak,Merk_H,Tidak,Ya,0.0,Tidak Pernah,Cukup,8.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Tempat Tinggal,Tanah,Berwujud,0.0,Meragukan,False,Lunas,7.0,6506210.0,58,7,Ya,Merk_F,Ya,Tidak,-1.0,Tidak Pernah,Meragukan,15.0,Pribadi,1.0,0.0,tidak layak
Akuntan/Akuntan_Publik/Auditor,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,4.0,78505158.0,13,2,Ya,Merk_D,Ya,Ya,2.0,Pernah,Sangat Kuat,16.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Kesehatan,Bangunan,Berwujud,0.0,Resiko Tinggi,True,Lunas,4.0,8622586.0,20,1,Ya,Merk_K,Ya,Ya,2.0,Pernah,Lemah,3.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Pendidikan,Tanah,Berwujud,0.0,Meragukan,False,Belum Lunas,2.0,7403670.0,42,3,Ya,Merk_H,Ya,Ya,-1.0,Tidak Pernah,Sangat Kuat,8.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Tempat Tinggal,Tanah,Berwujud,0.0,Meragukan,False,Belum Lunas,5.0,4254797.0,60,16,Tidak,Merk_G,Tidak,Tidak,1.0,Pernah,Sangat Lemah,18.0,Non-Pribadi,1.0,0.0,tidak layak
Konsultan/Kontraktor/Arsitek,Gaya Hidup,Tanah,Berwujud,0.0,Cukup,True,Lunas,9.0,30880546.0,14,3,Tidak,Merk_E,Ya,Ya,2.0,Pernah,Kuat,2.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Meragukan,False,Belum Lunas,7.0,560081698.0,11,2,Ya,Merk_K,Ya,Tidak,1.0,Tidak Pernah,Lemah,17.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,376981.0,16,2,Ya,Merk_J,Tidak,Ya,1.0,Tidak Pernah,Lemah,0.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,False,Belum Lunas,9.0,424220.0,18,4,Tidak,Merk_E,Ya,Ya,1.0,Pernah,Sangat Kuat,10.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Kesehatan,Bangunan,Berwujud,0.0,Cukup,False,Lunas,8.0,3544414.0,13,2,Ya,Merk_J,Tidak,Ya,2.0,Tidak Pernah,Cukup,14.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Pendidikan,Rumah,Berwujud,0.0,Kuat,False,Lunas,1.0,336057.0,20,2,Ya,Merk_H,Tidak,Tidak,2.0,Pernah,Sangat Lemah,19.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Kesehatan,Tanah,Berwujud,0.0,Resiko Tinggi,True,Lunas,5.0,550144767.0,18,1,Tidak,Merk_K,Ya,Tidak,2.0,Pernah,Resiko Tinggi,14.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Bisnis/Usaha,Tanah,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,10.0,9525857.0,55,6,Tidak,Merk_B,Ya,Ya,1.0,Tidak Pernah,Lemah,14.0,Pribadi,1.0,0.0,tidak layak
Supervisor/asisten_manager,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,9.0,821247727.0,22,2,Tidak,Merk_D,Tidak,Ya,0.0,Tidak Pernah,Resiko Tinggi,12.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,3.0,490582.0,120,5,Tidak,Merk_F,Tidak,Tidak,1.0,Pernah,Kuat,1.0,Non-Pribadi,1.0,0.0,tidak layak
Konsultan/Kontraktor/Arsitek,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,False,Lunas,10.0,8207948.0,117,6,Ya,Merk_G,Ya,Tidak,1.0,Pernah,Kuat,3.0,Non-Pribadi,1.0,0.0,tidak layak
Wiraswasta,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,False,Lunas,7.0,31583864.0,46,2,Ya,Merk_I,Tidak,Ya,-1.0,Pernah,Kuat,12.0,Non-Pribadi,1.0,1.0,layak
Tidak_Bekerja,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Sangat Lemah,True,Lunas,10.0,45589965.0,22,2,Ya,Merk_K,Tidak,Ya,1.0,Tidak Pernah,Lemah,5.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Rumah,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,4.0,185974365.0,24,2,Ya,Merk_J,Ya,Ya,2.0,Pernah,Lemah,15.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Lemah,False,Lunas,6.0,786459.0,47,8,Ya,Merk_A,Tidak,Tidak,-1.0,Pernah,Meragukan,19.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Cukup,False,Belum Lunas,1.0,288374501.0,15,1,Tidak,Merk_J,Tidak,Tidak,2.0,Tidak Pernah,Sangat Kuat,17.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Lunas,7.0,3798717.0,9,3,Tidak,Merk_D,Tidak,Tidak,0.0,Tidak Pernah,Resiko Tinggi,7.0,Pribadi,1.0,1.0,layak
Wiraswasta,Pendidikan,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Lunas,9.0,96136157.0,26,1,Ya,Merk_I,Tidak,Ya,1.0,Pernah,Lemah,9.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Tanah,Berwujud,0.0,Resiko Tinggi,True,Lunas,3.0,89122593.0,37,3,Tidak,Merk_H,Tidak,Tidak,1.0,Tidak Pernah,Sangat Lemah,9.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Kuat,True,Lunas,2.0,703136564.0,60,1,Ya,Merk_A,Ya,Tidak,1.0,Pernah,Sangat Kuat,3.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_penjualan_dan_pemasaran,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Cukup,False,Belum Lunas,6.0,57048.0,13,3,Tidak,Merk_E,Tidak,Ya,1.0,Tidak Pernah,Lemah,3.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Meragukan,True,Lunas,9.0,692891786.0,15,2,Ya,Merk_K,Ya,Tidak,-1.0,Pernah,Cukup,11.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,True,Lunas,5.0,897592.0,90,18,Tidak,Merk_F,Tidak,Tidak,2.0,Pernah,Sangat Lemah,2.0,Pribadi,1.0,0.0,tidak layak
Staf_bagian_penagihan_kredit_di_bank,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,4.0,2444303.0,28,1,Tidak,Merk_I,Ya,Ya,1.0,Pernah,Kuat,10.0,Pribadi,1.0,1.0,layak
Dokter,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,8.0,1328720.0,14,2,Tidak,Merk_D,Tidak,Ya,1.0,Tidak Pernah,Kuat,20.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,True,Belum Lunas,8.0,304136073.0,24,10,Ya,Merk_G,Ya,Tidak,-1.0,Tidak Pernah,Sangat Kuat,11.0,Non-Pribadi,1.0,1.0,layak
Notaris,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Lemah,True,Lunas,3.0,6923947.0,14,2,Ya,Merk_D,Ya,Ya,1.0,Pernah,Resiko Tinggi,12.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Belum Lunas,7.0,103833.0,22,1,Ya,Merk_J,Tidak,Ya,-1.0,Tidak Pernah,Cukup,13.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Kuat,False,Belum Lunas,2.0,889174.0,36,9,Ya,Merk_A,Tidak,Ya,-1.0,Tidak Pernah,Resiko Tinggi,12.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Kuat,True,Lunas,10.0,68484410.0,37,14,Tidak,Merk_F,Ya,Ya,2.0,Pernah,Sangat Kuat,4.0,Non-Pribadi,1.0,1.0,layak
Dokter,Gaya Hidup,Tanah,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,10.0,486459760.0,15,5,Tidak,Merk_D,Ya,Tidak,0.0,Tidak Pernah,Kuat,9.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,10.0,7908.0,23,2,Ya,Merk_E,Tidak,Ya,2.0,Tidak Pernah,Meragukan,9.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Tempat Tinggal,Bangunan,Berwujud,0.0,Lemah,False,Lunas,3.0,18199872.0,44,6,Tidak,Merk_G,Ya,Tidak,2.0,Pernah,Kuat,5.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Bisnis/Usaha,Rumah,Berwujud,0.0,Resiko Tinggi,True,Lunas,7.0,519790962.0,50,4,Tidak,Merk_A,Tidak,Tidak,1.0,Pernah,Sangat Kuat,6.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Lunas,1.0,9981571.0,21,3,Tidak,Merk_I,Ya,Ya,0.0,Tidak Pernah,Meragukan,17.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Pendidikan,Rumah,Berwujud,0.0,Cukup,True,Lunas,10.0,140848409.0,19,2,Tidak,Merk_H,Tidak,Tidak,0.0,Pernah,Resiko Tinggi,8.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Lunas,8.0,4478019.0,39,3,Ya,Merk_I,Tidak,Ya,2.0,Tidak Pernah,Lemah,1.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Meragukan,True,Lunas,3.0,716690895.0,19,1,Ya,Merk_E,Tidak,Tidak,0.0,Pernah,Cukup,3.0,Non-Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Cukup,True,Belum Lunas,5.0,7586563.0,12,1,Ya,Merk_J,Ya,Tidak,2.0,Tidak Pernah,Resiko Tinggi,3.0,Pribadi,1.0,1.0,layak
Dokter,Gaya Hidup,Tanah,Berwujud,0.0,Meragukan,True,Lunas,5.0,177427822.0,14,1,Tidak,Merk_E,Ya,Ya,0.0,Pernah,Resiko Tinggi,5.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Gaya Hidup,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,4.0,54688647.0,8,2,Tidak,Merk_D,Ya,Tidak,0.0,Pernah,Sangat Lemah,17.0,Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Gaya Hidup,Bangunan,Berwujud,0.0,Lemah,True,Belum Lunas,4.0,344636.0,11,5,Ya,Merk_E,Tidak,Ya,1.0,Pernah,Kuat,1.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,True,Belum Lunas,6.0,916848.0,30,2,Tidak,Merk_I,Ya,Ya,0.0,Pernah,Sangat Lemah,14.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Gaya Hidup,Rumah,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,8.0,9140335.0,8,4,Tidak,Merk_D,Ya,Tidak,1.0,Pernah,Kuat,16.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Cukup,False,Belum Lunas,5.0,6334135.0,15,1,Tidak,Merk_K,Ya,Ya,0.0,Tidak Pernah,Resiko Tinggi,14.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Lunas,10.0,52739409.0,6,4,Ya,Merk_D,Ya,Tidak,1.0,Tidak Pernah,Meragukan,19.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Tempat Tinggal,Kendaraan,Berwujud,0.0,Meragukan,False,Lunas,2.0,542938.0,102,13,Ya,Merk_F,Ya,Ya,2.0,Tidak Pernah,Kuat,7.0,Pribadi,1.0,0.0,tidak layak
Staf_bagian_penagihan_kredit_di_bank,Kesehatan,Bangunan,Berwujud,0.0,Resiko Tinggi,True,Lunas,5.0,60383237.0,23,1,Tidak,Merk_J,Ya,Tidak,2.0,Tidak Pernah,Kuat,1.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Pendidikan,Kendaraan,Berwujud,0.0,Sangat Lemah,False,Lunas,2.0,284646.0,12,3,Ya,Merk_H,Ya,Ya,1.0,Pernah,Resiko Tinggi,14.0,Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Kesehatan,Rumah,Berwujud,0.0,Kuat,False,Belum Lunas,4.0,386407.0,19,1,Ya,Merk_J,Ya,Tidak,1.0,Tidak Pernah,Sangat Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Rumah,Berwujud,0.0,Resiko Tinggi,False,Lunas,9.0,8078175.0,34,3,Ya,Merk_I,Tidak,Tidak,-1.0,Tidak Pernah,Lemah,13.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,51082812.0,10,3,Ya,Merk_D,Ya,Tidak,1.0,Tidak Pernah,Meragukan,18.0,Non-Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Lemah,True,Lunas,9.0,648368751.0,8,5,Ya,Merk_D,Tidak,Tidak,0.0,Pernah,Sangat Kuat,12.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Cukup,False,Belum Lunas,10.0,43036534.0,13,5,Ya,Merk_E,Tidak,Ya,2.0,Pernah,Sangat Kuat,18.0,Non-Pribadi,1.0,1.0,layak
Dokter,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Lunas,3.0,530688661.0,42,4,Tidak,Merk_C,Ya,Ya,0.0,Pernah,Sangat Kuat,18.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,6.0,80120169.0,49,1,Ya,Merk_C,Ya,Tidak,2.0,Tidak Pernah,Cukup,4.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Lunas,6.0,3356217.0,44,6,Ya,Merk_B,Ya,Ya,2.0,Pernah,Kuat,1.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Lunas,3.0,396206496.0,50,3,Ya,Merk_C,Tidak,Ya,-1.0,Tidak Pernah,Cukup,8.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Kuat,True,Belum Lunas,3.0,15023883.0,23,2,Tidak,Merk_J,Tidak,Ya,-1.0,Pernah,Resiko Tinggi,5.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Pendidikan,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,1.0,1417058.0,39,3,Tidak,Merk_H,Tidak,Tidak,2.0,Pernah,Sangat Kuat,14.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,True,Lunas,9.0,581639609.0,40,2,Tidak,Merk_H,Tidak,Ya,0.0,Tidak Pernah,Sangat Kuat,2.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Lemah,True,Belum Lunas,9.0,717635.0,46,8,Tidak,Merk_F,Tidak,Ya,0.0,Tidak Pernah,Lemah,1.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Bisnis/Usaha,Rumah,Berwujud,0.0,Kuat,True,Lunas,8.0,599318285.0,30,6,Ya,Merk_B,Tidak,Ya,2.0,Tidak Pernah,Sangat Kuat,1.0,Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Kesehatan,Kendaraan,Berwujud,0.0,Meragukan,False,Lunas,2.0,6902315.0,15,1,Ya,Merk_J,Ya,Ya,0.0,Pernah,Cukup,19.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Pendidikan,Kendaraan,Berwujud,0.0,Cukup,False,Lunas,10.0,30853907.0,12,2,Tidak,Merk_I,Ya,Ya,2.0,Pernah,Resiko Tinggi,18.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,False,Lunas,5.0,486039.0,8,1,Ya,Merk_K,Ya,Tidak,-1.0,Tidak Pernah,Sangat Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,4.0,146781081.0,7,4,Tidak,Merk_D,Ya,Tidak,-1.0,Pernah,Cukup,14.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Pendidikan,Tanah,Berwujud,0.0,Lemah,True,Belum Lunas,1.0,2738377.0,33,1,Tidak,Merk_H,Ya,Ya,2.0,Tidak Pernah,Sangat Kuat,6.0,Non-Pribadi,1.0,1.0,layak
